Year,Round,EventName,Circuit,DriverNumber,Abbreviation,FullName,TeamName,GridPosition,Position,Points,Status,QualifyingPosition,Q1_seconds,Q2_seconds,Q3_seconds,FP1_best_sec,FP2_best_sec,FP3_best_sec,AirTemp_mean,TrackTemp_mean,Humidity_mean,WindSpeed_mean,Rainfall,PointsClean,DNF,AvgPoints_L5,WinRate_L5,PodiumRate_L5,DNFRate_L5,SeasonWins,SeasonPoints,Position_clean,GridPosition_clean,DriverExp,TeamTier,IsTopTeam,BestQTime,GapToPole_sec,GapToPole_pct,IsPolePosition,IsFrontRow,IsTop3Grid,IsTop10Grid,GridPositionInv,BestPracticeTime,PracticePaceRank,PracticeGapToBest,IsTopPracticePace,Win,Podium,PointsFinish,PositionsGained,AvgPositionsGained_L5,CircuitWinRate,CircuitWins,TeamAvgPoints_L5,IsWetRace,HighTireStress,ChampionshipGap,IsChampionshipLeader,Winner,Top3
2025,13,Belgium Grand Prix,Belgium,11,GAS,GAS,Alpine,15,7,6,Finished,15,,85.3037221001831,,,,,16.575555079147698,28.31685803450833,42.995248962141645,19.278070396297164,0,6,0,0.0,0.0,0.0,0.0,1.0,45.0,7.0,15,8.0,3.0,0,85.3037221001831,0.42948875957516464,0.5060296189676172,0,0,0,0,6,,,,0,0,0,1,8.0,-4.2,0.0,0,0.0,0,0,154.0,0,0,0
2025,14,Netherlands Grand Prix,Netherlands,11,GAS,GAS,Alpine,16,14,0,Finished,16,84.96926325631661,,,,,,32.107665027515964,39.45739907747549,65.24355050216909,7.229686157398746,0,0,0,1.2,0.0,0.0,0.0,1.0,51.0,14.0,16,8.0,3.0,0,84.96926325631661,1.251479442806854,1.494878848674085,0,0,0,0,5,,,,0,0,0,0,2.0,-1.8,0.0,0,1.2,0,0,173.0,0,0,0
2025,15,Italy Grand Prix,Italy,11,GAS,GAS,Alpine,17,11,0,Finished,17,88.33141670550006,,,,,,34.39531651086681,41.00894452142065,34.177716875534486,22.202954723350896,0,0,0,1.2,0.0,0.0,0.0,1.0,51.0,11.0,17,8.0,3.0,0,88.33141670550006,1.2824018877662695,1.4731951768223988,0,0,0,0,4,,,,0,0,0,0,6.0,-1.4,0.0,0,1.2,0,0,183.0,0,0,0
2025,16,Azerbaijan Grand Prix,Azerbaijan,11,GAS,GAS,Alpine,16,18,0,Finished,16,87.22251221607651,,,,,,27.656847414462888,39.404710436136995,63.876580694184234,0.8727888164055952,0,0,0,1.2,0.0,0.0,0.0,1.0,51.0,18.0,16,8.0,3.0,0,87.22251221607651,1.238380211552979,1.4402427316331217,0,0,0,0,5,,,,0,0,0,0,-2.0,0.4,0.0,0,1.2,0,0,208.0,0,0,0
2025,17,Singapore Grand Prix,Singapore,11,GAS,GAS,Alpine,7,17,0,Finished,7,,,86.72622289010789,87.47840744855763,87.33826334190007,87.20737599412163,42.070185171556915,50.99112094060264,67.53848246055279,22.154544303233628,0,0,0,1.2,0.0,0.0,0.0,1.0,51.0,17.0,7,8.0,3.0,0,86.72622289010789,0.6631666351823355,0.7705590110790206,0,0,0,1,14,87.20737599412163,8.0,0.802101130864159,0,0,0,0,-10.0,-0.2,0.0,0,1.2,0,1,218.0,0,0,0
2025,18,United States Grand Prix,United States,11,GAS,GAS,Alpine,1,15,0,Finished,1,,,87.49171286547727,87.87260203203981,88.01235126943862,87.69514422262327,36.05188383224677,45.89208955734082,55.70477212756299,10.164763433986806,0,0,0,1.2,0.0,0.0,0.0,1.0,51.0,15.0,1,8.0,3.0,0,87.49171286547727,0.0,0.0,1,1,1,1,20,87.69514422262327,1.0,0.0,1,0,0,0,-14.0,0.8,0.0,0,1.2,0,1,233.0,0,0,0
2025,19,Mexico Grand Prix,Mexico,11,GAS,GAS,Alpine,12,16,0,Finished,12,,83.50257226327956,,,,,24.208719778743873,31.753533094926475,30.64487348947627,15.12723796351346,0,0,0,0.0,0.0,0.0,0.0,1.0,51.0,16.0,12,8.0,3.0,0,83.50257226327956,0.656223673551068,0.7920972797495488,0,0,0,0,9,,,,0,0,0,0,-4.0,-3.6,0.0,0,0.0,0,0,258.0,0,0,0
2025,20,Brazil Grand Prix,Brazil,11,GAS,GAS,Alpine,12,17,0,Finished,12,,86.70973020650386,,,,,30.478524596284288,41.1387088451625,73.90167564222284,4.9657903465467275,1,0,0,0.0,0.0,0.0,0.0,1.0,51.0,17.0,12,8.0,3.0,0,86.70973020650386,0.6800859062265374,0.7905250704661406,0,0,0,0,9,,,,0,0,0,0,-5.0,-4.8,0.0,0,0.0,1,0,273.0,0,0,0
2025,21,Las Vegas Grand Prix,Las Vegas,11,GAS,GAS,Alpine,7,15,0,Finished,7,,,84.94544447842708,85.5847930163286,85.3207689476967,85.24049437452169,23.011934331704026,34.915162800711315,77.25120322902845,17.281166594649733,0,0,0,0.0,0.0,0.0,0.0,1.0,51.0,15.0,7,8.0,3.0,0,84.94544447842708,0.6673985103616502,0.7919007882723579,0,0,0,1,14,85.24049437452169,7.0,0.7790499360590246,0,0,0,0,-8.0,-7.0,0.0,0,0.0,0,0,288.0,0,0,0
2025,22,Abu Dhabi Grand Prix,Abu Dhabi,11,GAS,GAS,Alpine,8,14,0,Finished,8,,,85.60147258702963,86.7318159684142,86.23502102784956,85.91774522303122,29.428244040573485,42.51092615273627,33.451846845568745,16.667141297312828,0,0,0,0.0,0.0,0.0,0.0,1.0,51.0,14.0,8,8.0,3.0,0,85.60147258702963,0.8828844167404668,1.0421377832286571,0,0,0,1,13,85.91774522303122,10.0,0.9569597823299034,0,0,0,0,-6.0,-8.2,0.0,0,0.0,0,0,313.0,0,0,0
2025,1,Bahrain Grand Prix,Bahrain,3,LEC,LEC,Ferrari,7,7,6,Finished,7,,,84.61237782720313,85.16873427214286,84.73819869035131,84.93668177749409,23.433133734215687,29.993078937577714,32.90418060840997,1.2869687812497337,0,6,0,,,,,0.0,13.0,7.0,7,7.0,1.0,1,84.61237782720313,0.6131718300805602,0.7299733643929499,0,0,0,1,14,84.73819869035131,6.0,0.5757898541906457,0,0,0,1,0.0,,0.0,0,,0,0,376.0,0,0,0
2025,2,Saudi Arabia Grand Prix,Saudi Arabia,3,LEC,LEC,Ferrari,4,6,8,Finished,4,,,85.4132090990062,86.52802467676665,85.6502628933587,85.49442168440002,54.68462249336703,64.60979943155567,39.76214938990223,0.4555456412887432,0,8,0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,4,7.0,1.0,1,85.4132090990062,0.3353953608397404,0.39422188477003606,0,0,0,1,17,85.49442168440002,3.0,0.23389256689840465,1,0,0,1,-2.0,0.0,0.0,0,6.0,0,1,19.0,0,0,0
2025,3,Australia Grand Prix,Australia,3,LEC,LEC,Ferrari,11,R,0,Retired,11,,82.8181796455025,,,,,40.60655638285664,51.440244033828236,78.10862742372709,19.985259972726066,1,0,1,7.0,0.0,0.0,0.0,0.0,14.0,,11,7.0,1.0,1,82.8181796455025,0.5087886255414418,0.6181416473097877,0,0,0,0,10,,,,0,0,0,0,,-1.0,0.0,0,7.0,1,1,23.0,0,0,0
2025,4,Japan Grand Prix,Japan,3,LEC,LEC,Ferrari,4,10,1,Finished,4,,,84.90964819156434,85.8846126149236,85.15658210673125,85.36377262181267,23.054563804272796,33.130667591117344,42.12048662075401,4.767193016591664,0,1,0,4.666666666666667,0.0,0.0,0.3333333333333333,0.0,14.0,10.0,4,7.0,1.0,1,84.90964819156434,0.296163981201218,0.3500198389950535,0,0,0,1,17,85.15658210673125,3.0,0.3143653080398252,1,0,0,1,-6.0,-1.0,0.0,0,4.666666666666667,0,0,36.0,0,0,0
2025,5,China Grand Prix,China,3,LEC,LEC,Ferrari,17,5,10,Finished,17,81.42951987402509,,,,,,35.747851652081465,48.74640421155462,51.260675223461675,19.206835346612955,0,10,0,3.75,0.0,0.0,0.25,0.0,15.0,5.0,17,7.0,1.0,1,81.42951987402509,1.1844707553914304,1.476067082519095,0,0,0,0,4,,,,0,0,0,1,12.0,-2.6666666666666665,0.0,0,3.75,0,1,43.0,0,0,0
2025,6,Miami Grand Prix,Miami,3,LEC,LEC,Ferrari,1,10,1,Finished,1,,,85.1038120847539,85.4581289603454,85.376784348561,85.22560719080484,20.3485704838776,34.157278075866884,73.5921763872616,5.480349683951108,0,1,0,5.0,0.0,0.0,0.2,0.0,25.0,10.0,1,7.0,1.0,1,85.1038120847539,0.0,0.0,1,1,1,1,20,85.22560719080484,1.0,0.0,1,0,0,1,-9.0,1.0,0.0,0,5.0,0,0,57.0,0,0,0
2025,7,Monaco Grand Prix,Monaco,3,LEC,LEC,Ferrari,8,3,15,Finished,8,,,84.53059370372627,85.38813501513492,84.95503953438667,84.75149730480692,20.261944672290813,25.99691214559094,38.48789525437704,12.977044628405451,0,15,0,4.0,0.0,0.0,0.2,0.0,26.0,3.0,8,7.0,1.0,1,84.53059370372627,0.8880616168870432,1.0617344964700988,0,0,0,1,13,84.75149730480692,7.0,0.8952786720003019,0,0,1,1,5.0,-1.25,0.0,0,4.0,0,0,69.0,0,0,1
2025,8,Canada Grand Prix,Canada,3,LEC,LEC,Ferrari,5,4,12,Finished,5,,,82.63744167728144,83.67001491983686,83.16809528404315,82.82525580663543,24.00351614939737,34.40363529544248,74.0039543780729,13.17603659779129,1,12,0,5.4,0.0,0.2,0.2,0.0,41.0,4.0,5,7.0,1.0,1,82.63744167728144,0.4867225449143149,0.5924750873209917,0,0,0,1,16,82.82525580663543,5.0,0.45620151854491553,0,0,0,1,1.0,0.5,0.0,0,5.4,1,0,71.0,0,0,0
2025,9,Spain Grand Prix,Spain,3,LEC,LEC,Ferrari,1,4,12,Finished,1,,,86.49703695010139,86.87677733681305,86.75146531699923,86.81623833243007,29.6888915420013,40.51311812407376,67.4036589714766,24.95868778482374,0,12,0,7.8,0.0,0.2,0.0,0.0,53.0,4.0,1,7.0,1.0,1,86.49703695010139,0.0,0.0,1,1,1,1,20,86.75146531699923,2.0,0.11694666651045793,1,0,0,1,-3.0,0.6,0.0,0,7.8,0,0,84.0,0,0,0
2025,10,Austria Grand Prix,Austria,3,LEC,LEC,Ferrari,1,7,6,Finished,1,,,91.43049836246121,92.22248176063022,91.7967787467405,91.920058510291,34.306082627412934,43.92903823741901,50.58827707922542,10.563710707798615,0,6,0,10.0,0.0,0.2,0.0,0.0,65.0,7.0,1,7.0,1.0,1,91.43049836246121,0.0,0.0,1,1,1,1,20,91.7967787467405,2.0,0.22029030218992318,1,0,0,1,-6.0,1.2,0.0,0,10.0,0,0,87.0,0,0,0
2025,11,Britain Grand Prix,Britain,3,LEC,LEC,Ferrari,3,1,25,Finished,3,,,83.92188508380944,84.36089885631043,84.03969851574347,84.26250515763836,31.057271229544455,38.01824835692838,60.53900355378841,8.515104164532291,0,25,0,9.2,0.0,0.2,0.0,0.0,71.0,1.0,3,7.0,1.0,1,83.92188508380944,0.2128929409446414,0.2543250557613935,0,0,1,1,18,84.03969851574347,2.0,0.21134110344834767,1,1,1,1,2.0,-2.4,1.0,1,9.2,0,0,106.0,0,1,1
2025,12,Hungary Grand Prix,Hungary,3,LEC,LEC,Ferrari,10,1,25,Finished,10,,,86.04756287783596,86.42792344990897,86.62847636438823,86.31977919604158,45.38650318789249,57.613572764874775,64.6266215768554,15.817796968715022,0,25,0,14.0,0.2,0.4,0.0,1.0,96.0,1.0,10,7.0,1.0,1,86.04756287783596,1.1047625906107612,1.3005959149864639,0,0,0,1,11,86.31977919604158,10.0,1.1772003158586983,0,1,1,1,9.0,-0.2,1.0,1,14.0,0,1,85.0,0,1,1
2025,13,Belgium Grand Prix,Belgium,3,LEC,LEC,Ferrari,7,10,1,Finished,7,,,85.55067188609038,85.89984286409126,86.33182660017101,85.70242828515273,16.575555079147698,28.31685803450833,42.995248962141645,7.598562806375683,0,1,0,16.0,0.4,0.4,0.0,2.0,121.0,10.0,7,7.0,1.0,1,85.55067188609038,0.6764385454824549,0.7969892850375992,0,0,0,1,14,85.70242828515273,7.0,0.5940798825304228,0,0,0,1,-3.0,0.6,0.0,0,16.0,0,0,78.0,0,0,0
2025,14,Netherlands Grand Prix,Netherlands,3,LEC,LEC,Ferrari,7,4,12,Finished,7,,,84.46805925732153,84.78043025593173,84.7419226395804,84.61454217466846,32.107665027515964,39.45739907747549,65.24355050216909,6.1889942569971605,0,12,0,13.8,0.4,0.4,0.0,2.0,122.0,4.0,7,7.0,1.0,1,84.46805925732153,0.7502754438117734,0.8961960167066672,0,0,0,1,14,84.61454217466846,6.0,0.6860900859508945,0,0,0,1,3.0,-0.2,0.0,0,13.8,0,0,102.0,0,0,0
2025,15,Italy Grand Prix,Italy,3,LEC,LEC,Ferrari,4,2,18,Finished,4,,,87.52867059554795,88.43271232158968,88.06300224508433,87.91268452978754,34.39531651086681,41.00894452142065,34.177716875534486,4.874379997507231,0,18,0,13.8,0.4,0.4,0.0,2.0,134.0,2.0,4,7.0,1.0,1,87.52867059554795,0.479655777814159,0.5510180429020118,0,0,0,1,17,87.91268452978754,5.0,0.3770335677579624,0,0,1,1,2.0,1.0,0.0,0,13.8,0,0,100.0,0,0,1
2025,16,Azerbaijan Grand Prix,Azerbaijan,3,LEC,LEC,Ferrari,3,3,15,Finished,3,,,86.25881554608546,86.84130349313568,86.73543143984018,86.6868641813831,27.656847414462888,39.404710436136995,63.876580694184234,22.23798277609408,0,15,0,16.2,0.4,0.6,0.0,2.0,152.0,3.0,3,7.0,1.0,1,86.25881554608546,0.2746835415619273,0.3194584107070785,0,0,1,1,18,86.6868641813831,5.0,0.4995469766081584,0,0,1,1,0.0,2.6,0.0,0,16.2,0,0,107.0,0,0,1
2025,17,Singapore Grand Prix,Singapore,3,LEC,LEC,Ferrari,1,7,6,Finished,1,,,86.06305625492556,86.67879345332707,86.41684811251692,86.47562779147626,42.070185171556915,50.99112094060264,67.53848246055279,5.22648434267115,0,6,0,14.2,0.2,0.6,0.0,2.0,167.0,7.0,1,7.0,1.0,1,86.06305625492556,0.0,0.0,1,1,1,1,20,86.41684811251692,2.0,0.011573249259441809,1,0,0,1,-6.0,2.2,0.0,0,14.2,0,1,102.0,0,0,0
2025,18,United States Grand Prix,United States,3,LEC,LEC,Ferrari,5,10,1,Finished,5,,,88.07574344301808,88.93854059597709,88.6986982300084,88.22416469302603,36.05188383224677,45.89208955734082,55.70477212756299,3.274343574854352,0,1,0,10.4,0.0,0.4,0.0,2.0,173.0,10.0,5,7.0,1.0,1,88.07574344301808,0.5840305775408154,0.6675267387195752,0,0,0,1,16,88.22416469302603,5.0,0.5290204704027559,0,0,0,1,-5.0,-0.8,0.0,0,10.4,0,1,111.0,0,0,0
2025,19,Mexico Grand Prix,Mexico,3,LEC,LEC,Ferrari,6,4,12,Finished,6,,,83.45461782135015,84.05889378977979,83.64339463713544,83.68090192410318,24.208719778743873,31.753533094926475,30.64487348947627,18.35914191230546,0,12,0,10.4,0.0,0.4,0.0,2.0,174.0,4.0,6,7.0,1.0,1,83.45461782135015,0.6082692316216622,0.734213688323105,0,0,0,1,15,83.64339463713544,6.0,0.7109620068414984,0,0,0,1,2.0,-1.2,0.0,0,10.4,0,0,135.0,0,0,0
2025,20,Brazil Grand Prix,Brazil,3,LEC,LEC,Ferrari,4,6,8,Finished,4,,,86.4178145761752,87.53955189637607,86.91830065078075,86.54916789392827,30.478524596284288,41.1387088451625,73.90167564222284,4.966114422435145,1,8,0,10.4,0.0,0.4,0.0,2.0,186.0,6.0,4,7.0,1.0,1,86.4178145761752,0.38817027589787756,0.451205254950271,0,0,0,1,17,86.54916789392827,3.0,0.3268994138556707,1,0,0,1,-2.0,-1.4,0.0,0,10.4,1,0,138.0,0,0,0
2025,21,Las Vegas Grand Prix,Las Vegas,3,LEC,LEC,Ferrari,10,3,15,Finished,10,,,85.39529253178746,86.00241253656941,85.80622091660231,85.7493065798928,23.011934331704026,34.915162800711315,77.25120322902845,21.536142150533106,0,15,0,8.4,0.0,0.2,0.0,2.0,194.0,3.0,10,7.0,1.0,1,85.39529253178746,1.1172465637220341,1.3256673797887772,0,0,0,1,11,85.7493065798928,10.0,1.2878621414301392,0,0,1,1,7.0,-2.2,0.0,0,8.4,0,0,145.0,0,0,1
2025,22,Abu Dhabi Grand Prix,Abu Dhabi,3,LEC,LEC,Ferrari,4,7,6,Finished,4,,,85.05586923550405,86.09004007806756,85.57398790033555,85.28300521962889,29.428244040573485,42.51092615273627,33.451846845568745,21.36368483005451,0,6,0,8.4,0.0,0.2,0.0,2.0,209.0,7.0,4,7.0,1.0,1,85.05586923550405,0.33728106521488144,0.3981193177309888,0,0,0,1,17,85.28300521962889,4.0,0.32221977892757536,0,0,0,1,-3.0,-0.8,0.0,0,8.4,0,0,155.0,0,0,0
2025,1,Bahrain Grand Prix,Bahrain,12,OCO,OCO,Force India,16,17,0,Finished,16,85.18671302421302,,,,,,23.433133734215687,29.993078937577714,32.90418060840997,16.299031487565014,0,0,0,,,,,5.0,311.0,17.0,16,7.0,3.0,0,85.18671302421302,1.1875070270904473,1.4137122047690853,0,0,0,0,5,,,,0,0,0,0,-1.0,,0.0,0,,0,0,78.0,0,0,0
2025,1,Bahrain Grand Prix,Bahrain,8,PER,PER,Force India,6,8,4,Finished,6,,,84.56806812079712,85.11884993861007,85.30385424097378,84.72587097159726,23.433133734215687,29.993078937577714,32.90418060840997,12.236319006939075,0,4,0,,,,,0.0,28.0,8.0,6,3.0,3.0,0,84.56806812079712,0.568862123674549,0.6772232152932918,0,0,0,1,15,84.72587097159726,5.0,0.5634621354365947,0,0,0,1,-2.0,,0.0,0,,0,0,361.0,0,0,0
2025,2,Saudi Arabia Grand Prix,Saudi Arabia,12,OCO,OCO,Force India,9,12,0,Finished,9,,,86.10667279303875,87.15048451253573,86.43070751376018,86.55965824586204,54.68462249336703,64.60979943155567,39.76214938990223,0.270941287007459,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9,7.0,3.0,0,86.10667279303875,1.0288590548722993,1.2093153428209764,0,0,0,1,12,86.43070751376018,10.0,1.1701783962585637,0,0,0,0,-3.0,-1.0,0.0,0,4.0,0,1,25.0,0,0,0
2025,2,Saudi Arabia Grand Prix,Saudi Arabia,8,PER,PER,Force India,1,8,4,Finished,1,,,85.07781373816645,85.63148303546251,85.26052911750162,85.44134546258033,54.68462249336703,64.60979943155567,39.76214938990223,21.936800338176322,0,4,0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,1,3.0,3.0,0,85.07781373816645,0.0,0.0,1,1,1,1,20,85.26052911750162,1.0,0.0,1,0,0,1,-7.0,-2.0,0.0,0,4.0,0,1,21.0,0,0,0
2025,3,Australia Grand Prix,Australia,12,OCO,OCO,Force India,19,12,0,Finished,19,83.43060793821634,,,,,,40.60655638285664,51.440244033828236,78.10862742372709,0.5017799444431592,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19,7.0,3.0,0,83.43060793821634,1.1212169182552856,1.3621980485597038,0,0,0,0,2,,,,0,0,0,0,7.0,-2.0,0.0,0,4.0,1,1,37.0,0,0,0
2025,3,Australia Grand Prix,Australia,8,PER,PER,Force India,15,14,0,Finished,15,,82.85716542165848,,,,,40.60655638285664,51.440244033828236,78.10862742372709,14.671027950521978,1,0,0,4.0,0.0,0.0,0.0,0.0,8.0,14.0,15,3.0,3.0,0,82.85716542165848,0.5477744016974242,0.6655065660303355,0,0,0,0,6,,,,0,0,0,0,1.0,-4.5,0.0,0,4.0,1,1,29.0,0,0,0
2025,4,Japan Grand Prix,Japan,12,OCO,OCO,Force India,11,11,0,Finished,11,,85.1922715644032,,,,,23.054563804272796,33.130667591117344,42.12048662075401,13.109756733189501,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11,7.0,3.0,0,85.1922715644032,0.5787873540400739,0.6840367814202198,0,0,0,0,10,,,,0,0,0,0,0.0,1.0,0.0,0,2.6666666666666665,0,0,50.0,0,0,0
2025,4,Japan Grand Prix,Japan,8,PER,PER,Force India,5,9,2,Finished,5,,,85.06315368029182,85.4399683815626,85.86096565658399,85.33914143494088,23.054563804272796,33.130667591117344,42.12048662075401,1.6769119347106871,0,2,0,2.6666666666666665,0.0,0.0,0.0,0.0,8.0,9.0,5,3.0,3.0,0,85.06315368029182,0.4496694699286934,0.531439491146282,0,0,0,1,16,85.33914143494088,4.0,0.49692463624946015,0,0,0,1,-4.0,-2.6666666666666665,0.0,0,2.6666666666666665,0,0,42.0,0,0,0
2025,5,China Grand Prix,China,12,OCO,OCO,Force India,6,13,0,Finished,6,,,80.91737735095069,81.8437959071991,81.12510448538859,81.33450225719646,35.747851652081465,48.74640421155462,51.260675223461675,5.595440370565577,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6,7.0,3.0,0,80.91737735095069,0.6723282323170281,0.8378438790947256,0,0,0,1,15,81.12510448538859,6.0,0.7191646348169485,0,0,0,0,-7.0,0.75,0.0,0,2.5,0,1,58.0,0,0,0
2025,5,China Grand Prix,China,8,PER,PER,Force India,2,9,2,Finished,2,,,80.41993007697018,81.57018889703244,80.84711113484508,80.74596520211499,35.747851652081465,48.74640421155462,51.260675223461675,24.779215653424412,0,2,0,2.5,0.0,0.0,0.0,0.0,10.0,9.0,2,3.0,3.0,0,80.41993007697018,0.17488095833651585,0.21793364233346435,0,1,1,1,19,80.74596520211499,3.0,0.34002535154334623,1,0,0,1,-7.0,-3.0,0.0,0,2.5,0,1,48.0,0,0,0
